Driver,position,Q1,Q2,Q3,season,round
NOR,7.0,0 days 00:01:15.009000,0 days 00:01:14.718000,0 days 00:01:14.875000,2021,2
BOT,8.0,0 days 00:01:14.672000,0 days 00:01:14.905000,0 days 00:01:14.898000,2021,2
OCO,9.0,0 days 00:01:15.385000,0 days 00:01:15.117000,0 days 00:01:15.210000,2021,2
STR,10.0,0 days 00:01:15.522000,0 days 00:01:15.138000,,2021,2
SAI,11.0,0 days 00:01:15.406000,0 days 00:01:15.199000,,2021,2
RUS,12.0,0 days 00:01:15.826000,0 days 00:01:15.261000,,2021,2
VET,13.0,0 days 00:01:15.459000,0 days 00:01:15.394000,,2021,2
LAT,14.0,0 days 00:01:15.653000,0 days 00:01:15.593000,,2021,2
ALO,15.0,0 days 00:01:15.832000,0 days 00:01:15.593000,,2021,2
RAI,16.0,0 days 00:01:15.974000,,,2021,2
GIO,17.0,0 days 00:01:16.122000,,,2021,2
MSC,18.0,0 days 00:01:16.279000,,,2021,2
MAZ,19.0,0 days 00:01:16.797000,,,2021,2
TSU,20.0,,,,2021,2
BOT,1.0,0 days 00:01:18.722000,0 days 00:01:18.458000,0 days 00:01:18.348000,2021,3
HAM,2.0,0 days 00:01:18.857000,0 days 00:01:17.968000,0 days 00:01:18.355000,2021,3
VER,3.0,0 days 00:01:19.485000,0 days 00:01:18.650000,0 days 00:01:18.746000,2021,3
PER,4.0,0 days 00:01:19.337000,0 days 00:01:18.845000,0 days 00:01:18.890000,2021,3
SAI,5.0,0 days 00:01:19.309000,0 days 00:01:18.813000,0 days 00:01:19.039000,2021,3
OCO,6.0,0 days 00:01:19.092000,0 days 00:01:18.586000,0 days 00:01:19.042000,2021,3
NOR,7.0,0 days 00:01:18.794000,0 days 00:01:18.481000,0 days 00:01:19.116000,2021,3
LEC,8.0,0 days 00:01:19.373000,0 days 00:01:18.769000,0 days 00:01:19.306000,2021,3
GAS,9.0,0 days 00:01:19.464000,0 days 00:01:19.052000,0 days 00:01:19.475000,2021,3
VET,10.0,0 days 00:01:19.403000,0 days 00:01:18.970000,0 days 00:01:19.659000,2021,3
RUS,11.0,0 days 00:01:19.797000,0 days 00:01:19.109000,,2021,3
GIO,12.0,0 days 00:01:19.410000,0 days 00:01:19.216000,,2021,3
ALO,13.0,0 days 00:01:19.728000,0 days 00:01:19.456000,,2021,3
TSU,14.0,0 days 00:01:19.684000,0 days 00:01:19.463000,,2021,3
RAI,15.0,0 days 00:01:19.748000,0 days 00:01:19.812000,,2021,3
RIC,16.0,0 days 00:01:19.839000,,,2021,3
STR,17.0,0 days 00:01:19.913000,,,2021,3
LAT,18.0,0 days 00:01:20.285000,,,2021,3
MSC,19.0,0 days 00:01:20.452000,,,2021,3
MAZ,20.0,0 days 00:01:20.912000,,,2021,3
HAM,1.0,0 days 00:01:18.245000,0 days 00:01:17.166000,0 days 00:01:16.741000,2021,4
VER,2.0,0 days 00:01:18.090000,0 days 00:01:16.922000,0 days 00:01:16.777000,2021,4
BOT,3.0,0 days 00:01:18.005000,0 days 00:01:17.142000,0 days 00:01:16.873000,2021,4
LEC,4.0,0 days 00:01:18.041000,0 days 00:01:17.717000,0 days 00:01:17.510000,2021,4
OCO,5.0,0 days 00:01:18.281000,0 days 00:01:17.743000,0 days 00:01:17.580000,2021,4
SAI,6.0,0 days 00:01:18.205000,0 days 00:01:17.656000,0 days 00:01:17.620000,2021,4
RIC,7.0,0 days 00:01:18.264000,0 days 00:01:17.719000,0 days 00:01:17.622000,2021,4
PER,8.0,0 days 00:01:18.203000,0 days 00:01:17.669000,0 days 00:01:17.701000,2021,4
NOR,9.0,0 days 00:01:17.821000,0 days 00:01:17.696000,0 days 00:01:18.010000,2021,4
ALO,10.0,0 days 00:01:18.281000,0 days 00:01:17.966000,0 days 00:01:18.147000,2021,4
STR,11.0,0 days 00:01:18.241000,0 days 00:01:17.974000,,2021,4
GAS,12.0,0 days 00:01:18.190000,0 days 00:01:17.982000,,2021,4
VET,13.0,0 days 00:01:18.289000,0 days 00:01:18.079000,,2021,4
GIO,14.0,0 days 00:01:18.549000,0 days 00:01:18.356000,,2021,4
RUS,15.0,0 days 00:01:18.445000,0 days 00:01:19.154000,,2021,4
TSU,16.0,0 days 00:01:18.556000,,,2021,4
RAI,17.0,0 days 00:01:18.917000,,,2021,4
MSC,18.0,0 days 00:01:19.117000,,,2021,4
LAT,19.0,0 days 00:01:19.219000,,,2021,4
MAZ,20.0,0 days 00:01:19.807000,,,2021,4
LEC,1.0,0 days 00:01:11.113000,0 days 00:01:10.597000,0 days 00:01:10.346000,2021,5
VER,2.0,0 days 00:01:11.124000,0 days 00:01:10.650000,0 days 00:01:10.576000,2021,5
BOT,3.0,0 days 00:01:10.938000,0 days 00:01:10.695000,0 days 00:01:10.601000,2021,5
SAI,4.0,0 days 00:01:11.324000,0 days 00:01:10.806000,0 days 00:01:10.611000,2021,5
NOR,5.0,0 days 00:01:11.321000,0 days 00:01:11.031000,0 days 00:01:10.620000,2021,5
GAS,6.0,0 days 00:01:11.560000,0 days 00:01:11.179000,0 days 00:01:10.900000,2021,5
HAM,7.0,0 days 00:01:11.622000,0 days 00:01:11.116000,0 days 00:01:11.095000,2021,5
VET,8.0,0 days 00:01:12.078000,0 days 00:01:11.309000,0 days 00:01:11.419000,2021,5
PER,9.0,0 days 00:01:11.644000,0 days 00:01:11.019000,0 days 00:01:11.573000,2021,5
GIO,10.0,0 days 00:01:11.658000,0 days 00:01:11.409000,0 days 00:01:11.779000,2021,5
OCO,11.0,0 days 00:01:11.740000,0 days 00:01:11.486000,,2021,5
RIC,12.0,0 days 00:01:11.747000,0 days 00:01:11.598000,,2021,5
STR,13.0,0 days 00:01:11.979000,0 days 00:01:11.600000,,2021,5
RAI,14.0,0 days 00:01:11.899000,0 days 00:01:11.642000,,2021,5
RUS,15.0,0 days 00:01:12.016000,0 days 00:01:11.830000,,2021,5
TSU,16.0,0 days 00:01:12.096000,,,2021,5
ALO,17.0,0 days 00:01:12.205000,,,2021,5
LAT,18.0,0 days 00:01:12.366000,,,2021,5
MAZ,19.0,0 days 00:01:12.958000,,,2021,5
MSC,,,,,2021,5
LEC,1.0,0 days 00:01:42.241000,0 days 00:01:41.659000,0 days 00:01:41.218000,2021,6
HAM,2.0,0 days 00:01:41.545000,0 days 00:01:41.634000,0 days 00:01:41.450000,2021,6
VER,3.0,0 days 00:01:41.760000,0 days 00:01:41.625000,0 days 00:01:41.563000,2021,6
GAS,4.0,0 days 00:01:42.288000,0 days 00:01:41.932000,0 days 00:01:41.565000,2021,6
SAI,5.0,0 days 00:01:42.121000,0 days 00:01:41.740000,0 days 00:01:41.576000,2021,6
NOR,6.0,0 days 00:01:42.167000,0 days 00:01:41.813000,0 days 00:01:41.747000,2021,6
PER,7.0,0 days 00:01:41.968000,0 days 00:01:41.630000,0 days 00:01:41.917000,2021,6
TSU,8.0,0 days 00:01:42.521000,0 days 00:01:41.654000,0 days 00:01:42.211000,2021,6
ALO,9.0,0 days 00:01:42.934000,0 days 00:01:42.195000,0 days 00:01:42.327000,2021,6
BOT,10.0,0 days 00:01:42.701000,0 days 00:01:42.106000,0 days 00:01:42.659000,2021,6
VET,11.0,0 days 00:01:42.460000,0 days 00:01:42.224000,,2021,6
OCO,12.0,0 days 00:01:42.426000,0 days 00:01:42.273000,,2021,6
RIC,13.0,0 days 00:01:42.304000,0 days 00:01:42.558000,,2021,6
RAI,14.0,0 days 00:01:42.923000,0 days 00:01:42.587000,,2021,6
RUS,15.0,0 days 00:01:42.728000,0 days 00:01:42.758000,,2021,6
LAT,16.0,0 days 00:01:43.128000,,,2021,6
MSC,17.0,0 days 00:01:44.158000,,,2021,6
MAZ,18.0,0 days 00:01:44.238000,,,2021,6
STR,19.0,,,,2021,6
GIO,20.0,,,,2021,6
VER,1.0,0 days 00:01:31.001000,0 days 00:01:31.080000,0 days 00:01:29.990000,2021,7
HAM,2.0,0 days 00:01:31.237000,0 days 00:01:30.788000,0 days 00:01:30.248000,2021,7
BOT,3.0,0 days 00:01:31.669000,0 days 00:01:30.735000,0 days 00:01:30.376000,2021,7
PER,4.0,0 days 00:01:31.560000,0 days 00:01:30.971000,0 days 00:01:30.445000,2021,7
SAI,5.0,0 days 00:01:32.079000,0 days 00:01:31.146000,0 days 00:01:30.840000,2021,7
GAS,6.0,0 days 00:01:31.898000,0 days 00:01:31.353000,0 days 00:01:30.868000,2021,7
LEC,7.0,0 days 00:01:32.209000,0 days 00:01:31.567000,0 days 00:01:30.987000,2021,7
NOR,8.0,0 days 00:01:31.733000,0 days 00:01:31.542000,0 days 00:01:31.252000,2021,7
ALO,9.0,0 days 00:01:32.158000,0 days 00:01:31.549000,0 days 00:01:31.340000,2021,7
RIC,10.0,0 days 00:01:32.181000,0 days 00:01:31.615000,0 days 00:01:31.382000,2021,7
OCO,11.0,0 days 00:01:32.139000,0 days 00:01:31.736000,,2021,7
VET,12.0,0 days 00:01:32.132000,0 days 00:01:31.767000,,2021,7
GIO,13.0,0 days 00:01:32.722000,0 days 00:01:31.813000,,2021,7
RUS,14.0,0 days 00:01:33.060000,0 days 00:01:32.065000,,2021,7
MSC,15.0,0 days 00:01:32.942000,,,2021,7
LAT,16.0,0 days 00:01:33.062000,,,2021,7
RAI,17.0,0 days 00:01:33.354000,,,2021,7
MAZ,18.0,0 days 00:01:33.554000,,,2021,7
STR,19.0,,,,2021,7
TSU,20.0,,,,2021,7
VER,1.0,0 days 00:01:04.489000,0 days 00:01:04.433000,0 days 00:01:03.841000,2021,8
BOT,2.0,0 days 00:01:04.537000,0 days 00:01:04.443000,0 days 00:01:04.035000,2021,8
HAM,3.0,0 days 00:01:04.672000,0 days 00:01:04.512000,0 days 00:01:04.067000,2021,8
NOR,4.0,0 days 00:01:04.584000,0 days 00:01:04.298000,0 days 00:01:04.120000,2021,8
PER,5.0,0 days 00:01:04.638000,0 days 00:01:04.197000,0 days 00:01:04.168000,2021,8
GAS,6.0,0 days 00:01:04.765000,0 days 00:01:04.429000,0 days 00:01:04.236000,2021,8
LEC,7.0,0 days 00:01:04.745000,0 days 00:01:04.646000,0 days 00:01:04.472000,2021,8
TSU,8.0,0 days 00:01:04.608000,0 days 00:01:04.631000,0 days 00:01:04.514000,2021,8
ALO,9.0,0 days 00:01:04.971000,0 days 00:01:04.582000,0 days 00:01:04.574000,2021,8
STR,10.0,0 days 00:01:04.821000,0 days 00:01:04.663000,0 days 00:01:04.708000,2021,8
RUS,11.0,0 days 00:01:05.033000,0 days 00:01:04.671000,,2021,8
SAI,12.0,0 days 00:01:04.859000,0 days 00:01:04.800000,,2021,8
RIC,13.0,0 days 00:01:05.142000,0 days 00:01:04.808000,,2021,8
VET,14.0,0 days 00:01:05.051000,0 days 00:01:04.875000,,2021,8
GIO,15.0,0 days 00:01:05.092000,0 days 00:01:04.913000,,2021,8
LAT,16.0,0 days 00:01:05.175000,,,2021,8
OCO,17.0,0 days 00:01:05.217000,,,2021,8
RAI,18.0,0 days 00:01:05.429000,,,2021,8
MSC,19.0,0 days 00:01:06.041000,,,2021,8
MAZ,20.0,0 days 00:01:06.192000,,,2021,8
VER,1.0,0 days 00:01:04.249000,0 days 00:01:03.927000,0 days 00:01:03.720000,2021,9
NOR,2.0,0 days 00:01:04.345000,0 days 00:01:04.415000,0 days 00:01:03.768000,2021,9
PER,3.0,0 days 00:01:04.833000,0 days 00:01:04.483000,0 days 00:01:03.990000,2021,9
HAM,4.0,0 days 00:01:04.506000,0 days 00:01:04.258000,0 days 00:01:04.014000,2021,9
BOT,5.0,0 days 00:01:04.563000,0 days 00:01:04.376000,0 days 00:01:04.049000,2021,9
GAS,6.0,0 days 00:01:04.841000,0 days 00:01:04.412000,0 days 00:01:04.107000,2021,9
TSU,7.0,0 days 00:01:04.967000,0 days 00:01:04.518000,0 days 00:01:04.273000,2021,9
VET,8.0,0 days 00:01:04.846000,0 days 00:01:04.493000,0 days 00:01:04.570000,2021,9
RUS,9.0,0 days 00:01:04.907000,0 days 00:01:04.553000,0 days 00:01:04.591000,2021,9
STR,10.0,0 days 00:01:04.927000,0 days 00:01:04.547000,0 days 00:01:04.618000,2021,9
SAI,11.0,0 days 00:01:04.596000,0 days 00:01:04.559000,,2021,9
LEC,12.0,0 days 00:01:04.906000,0 days 00:01:04.600000,,2021,9
RIC,13.0,0 days 00:01:04.977000,0 days 00:01:04.719000,,2021,9
ALO,14.0,0 days 00:01:04.472000,0 days 00:01:04.856000,,2021,9
GIO,15.0,0 days 00:01:04.782000,0 days 00:01:05.083000,,2021,9
RAI,16.0,0 days 00:01:05.009000,,,2021,9
OCO,17.0,0 days 00:01:05.051000,,,2021,9
LAT,18.0,0 days 00:01:05.195000,,,2021,9
MSC,19.0,0 days 00:01:05.427000,,,2021,9
MAZ,20.0,0 days 00:01:05.951000,,,2021,9
HAM,1.0,0 days 00:01:26.786000,0 days 00:01:26.023000,0 days 00:01:26.134000,2021,10
VER,2.0,0 days 00:01:26.751000,0 days 00:01:26.315000,0 days 00:01:26.209000,2021,10
BOT,3.0,0 days 00:01:27.487000,0 days 00:01:26.764000,0 days 00:01:26.328000,2021,10
LEC,4.0,0 days 00:01:27.051000,0 days 00:01:26.919000,0 days 00:01:26.828000,2021,10
PER,5.0,0 days 00:01:27.121000,0 days 00:01:27.073000,0 days 00:01:26.844000,2021,10
NOR,6.0,0 days 00:01:27.444000,0 days 00:01:27.220000,0 days 00:01:26.897000,2021,10
RIC,7.0,0 days 00:01:27.323000,0 days 00:01:27.125000,0 days 00:01:26.899000,2021,10
RUS,8.0,0 days 00:01:27.671000,0 days 00:01:27.080000,0 days 00:01:26.971000,2021,10
SAI,9.0,0 days 00:01:27.337000,0 days 00:01:26.848000,0 days 00:01:27.007000,2021,10
VET,10.0,0 days 00:01:27.493000,0 days 00:01:27.103000,0 days 00:01:27.179000,2021,10
ALO,11.0,0 days 00:01:27.580000,0 days 00:01:27.245000,,2021,10
GAS,12.0,0 days 00:01:27.600000,0 days 00:01:27.273000,,2021,10
OCO,13.0,0 days 00:01:27.415000,0 days 00:01:27.340000,,2021,10
GIO,14.0,0 days 00:01:27.595000,0 days 00:01:27.617000,,2021,10
STR,15.0,0 days 00:01:28.017000,0 days 00:01:27.665000,,2021,10
TSU,16.0,0 days 00:01:28.043000,,,2021,10
RAI,17.0,0 days 00:01:28.062000,,,2021,10
LAT,18.0,0 days 00:01:28.254000,,,2021,10
MSC,19.0,0 days 00:01:28.738000,,,2021,10
MAZ,20.0,0 days 00:01:29.051000,,,2021,10
HAM,1.0,0 days 00:01:16.424000,0 days 00:01:16.553000,0 days 00:01:15.419000,2021,11
BOT,2.0,0 days 00:01:16.569000,0 days 00:01:16.702000,0 days 00:01:15.734000,2021,11
VER,3.0,0 days 00:01:16.214000,0 days 00:01:15.650000,0 days 00:01:15.840000,2021,11
PER,4.0,0 days 00:01:17.233000,0 days 00:01:16.443000,0 days 00:01:16.421000,2021,11
GAS,5.0,0 days 00:01:16.874000,0 days 00:01:16.394000,0 days 00:01:16.483000,2021,11
NOR,6.0,0 days 00:01:17.081000,0 days 00:01:16.385000,0 days 00:01:16.489000,2021,11
LEC,7.0,0 days 00:01:17.084000,0 days 00:01:16.574000,0 days 00:01:16.496000,2021,11
OCO,8.0,0 days 00:01:17.367000,0 days 00:01:16.766000,0 days 00:01:16.653000,2021,11
ALO,9.0,0 days 00:01:17.123000,0 days 00:01:16.541000,0 days 00:01:16.715000,2021,11
VET,10.0,0 days 00:01:17.105000,0 days 00:01:16.794000,0 days 00:01:16.750000,2021,11
RIC,11.0,0 days 00:01:17.664000,0 days 00:01:16.871000,,2021,11
STR,12.0,0 days 00:01:17.038000,0 days 00:01:16.893000,,2021,11
RAI,13.0,0 days 00:01:17.553000,0 days 00:01:17.564000,,2021,11
GIO,14.0,0 days 00:01:17.776000,0 days 00:01:17.583000,,2021,11
SAI,15.0,0 days 00:01:16.649000,,,2021,11
TSU,16.0,0 days 00:01:17.919000,,,2021,11
RUS,17.0,0 days 00:01:17.944000,,,2021,11
LAT,18.0,0 days 00:01:18.036000,,,2021,11
MAZ,19.0,0 days 00:01:18.922000,,,2021,11
MSC,20.0,,,,2021,11
VER,1.0,0 days 00:01:58.717000,0 days 00:01:56.559000,0 days 00:01:59.765000,2021,12
RUS,2.0,0 days 00:01:59.864000,0 days 00:01:56.950000,0 days 00:02:00.086000,2021,12
HAM,3.0,0 days 00:01:59.218000,0 days 00:01:56.229000,0 days 00:02:00.099000,2021,12
RIC,4.0,0 days 00:02:01.583000,0 days 00:01:57.127000,0 days 00:02:00.864000,2021,12
VET,5.0,0 days 00:02:00.175000,0 days 00:01:56.814000,0 days 00:02:00.935000,2021,12
GAS,6.0,0 days 00:02:00.387000,0 days 00:01:56.440000,0 days 00:02:01.164000,2021,12
PER,7.0,0 days 00:01:59.334000,0 days 00:01:56.886000,0 days 00:02:02.112000,2021,12
BOT,8.0,0 days 00:01:59.870000,0 days 00:01:56.295000,0 days 00:02:02.502000,2021,12
OCO,9.0,0 days 00:02:01.824000,0 days 00:01:57.354000,0 days 00:02:03.513000,2021,12
NOR,10.0,0 days 00:01:58.301000,0 days 00:01:56.025000,,2021,12
LEC,11.0,0 days 00:02:00.728000,0 days 00:01:57.721000,,2021,12
LAT,12.0,0 days 00:02:00.966000,0 days 00:01:58.056000,,2021,12
SAI,13.0,0 days 00:02:01.184000,0 days 00:01:58.137000,,2021,12
ALO,14.0,0 days 00:02:01.653000,0 days 00:01:58.205000,,2021,12
STR,15.0,0 days 00:02:01.597000,0 days 00:01:58.231000,,2021,12
GIO,16.0,0 days 00:02:02.306000,,,2021,12
TSU,17.0,0 days 00:02:02.413000,,,2021,12
MSC,18.0,0 days 00:02:03.973000,,,2021,12
RAI,19.0,0 days 00:02:04.452000,,,2021,12
MAZ,20.0,0 days 00:02:04.939000,,,2021,12
VER,1.0,0 days 00:01:10.036000,0 days 00:01:09.071000,0 days 00:01:08.885000,2021,13
HAM,2.0,0 days 00:01:10.114000,0 days 00:01:09.726000,0 days 00:01:08.923000,2021,13
BOT,3.0,0 days 00:01:10.219000,0 days 00:01:09.769000,0 days 00:01:09.222000,2021,13
GAS,4.0,0 days 00:01:10.274000,0 days 00:01:09.541000,0 days 00:01:09.478000,2021,13
LEC,5.0,0 days 00:01:09.829000,0 days 00:01:09.437000,0 days 00:01:09.527000,2021,13
SAI,6.0,0 days 00:01:10.022000,0 days 00:01:09.870000,0 days 00:01:09.537000,2021,13
GIO,7.0,0 days 00:01:10.050000,0 days 00:01:10.033000,0 days 00:01:09.590000,2021,13
OCO,8.0,0 days 00:01:10.179000,0 days 00:01:09.919000,0 days 00:01:09.933000,2021,13
ALO,9.0,0 days 00:01:10.435000,0 days 00:01:10.020000,0 days 00:01:09.956000,2021,13
RIC,10.0,0 days 00:01:10.255000,0 days 00:01:09.865000,0 days 00:01:10.166000,2021,13
RUS,11.0,0 days 00:01:10.382000,0 days 00:01:10.332000,,2021,13
STR,12.0,0 days 00:01:10.438000,0 days 00:01:10.367000,,2021,13
NOR,13.0,0 days 00:01:10.489000,0 days 00:01:10.406000,,2021,13
LAT,14.0,0 days 00:01:10.093000,0 days 00:01:11.161000,,2021,13
TSU,15.0,0 days 00:01:10.462000,0 days 00:01:11.314000,,2021,13
PER,16.0,0 days 00:01:10.530000,,,2021,13
VET,17.0,0 days 00:01:10.731000,,,2021,13
KUB,18.0,0 days 00:01:11.301000,,,2021,13
MSC,19.0,0 days 00:01:11.387000,,,2021,13
MAZ,20.0,0 days 00:01:11.875000,,,2021,13
BOT,1.0,0 days 00:01:20.685000,0 days 00:01:20.032000,0 days 00:01:19.555000,2021,14
HAM,2.0,0 days 00:01:20.543000,0 days 00:01:19.936000,0 days 00:01:19.651000,2021,14
VER,3.0,0 days 00:01:21.035000,0 days 00:01:20.229000,0 days 00:01:19.966000,2021,14
NOR,4.0,0 days 00:01:20.916000,0 days 00:01:20.059000,0 days 00:01:19.989000,2021,14
RIC,5.0,0 days 00:01:21.292000,0 days 00:01:20.435000,0 days 00:01:19.995000,2021,14
GAS,6.0,0 days 00:01:21.440000,0 days 00:01:20.556000,0 days 00:01:20.260000,2021,14
SAI,7.0,0 days 00:01:21.118000,0 days 00:01:20.750000,0 days 00:01:20.462000,2021,14
LEC,8.0,0 days 00:01:21.219000,0 days 00:01:20.767000,0 days 00:01:20.510000,2021,14
PER,9.0,0 days 00:01:21.308000,0 days 00:01:20.882000,0 days 00:01:20.611000,2021,14
GIO,10.0,0 days 00:01:21.197000,0 days 00:01:20.726000,0 days 00:01:20.808000,2021,14
VET,11.0,0 days 00:01:21.394000,0 days 00:01:20.913000,,2021,14
STR,12.0,0 days 00:01:21.415000,0 days 00:01:21.020000,,2021,14
ALO,13.0,0 days 00:01:21.487000,0 days 00:01:21.069000,,2021,14
OCO,14.0,0 days 00:01:21.500000,0 days 00:01:21.103000,,2021,14
RUS,15.0,0 days 00:01:21.890000,0 days 00:01:21.392000,,2021,14
LAT,16.0,0 days 00:01:21.925000,,,2021,14
TSU,17.0,0 days 00:01:21.973000,,,2021,14
MSC,18.0,0 days 00:01:22.248000,,,2021,14
KUB,19.0,0 days 00:01:22.530000,,,2021,14
MAZ,20.0,0 days 00:01:22.716000,,,2021,14
NOR,1.0,0 days 00:01:47.238000,0 days 00:01:45.827000,0 days 00:01:41.993000,2021,15
SAI,2.0,0 days 00:01:47.924000,0 days 00:01:46.521000,0 days 00:01:42.510000,2021,15
RUS,3.0,0 days 00:01:48.303000,0 days 00:01:46.435000,0 days 00:01:42.983000,2021,15
HAM,4.0,0 days 00:01:45.992000,0 days 00:01:45.129000,0 days 00:01:44.050000,2021,15
RIC,5.0,0 days 00:01:48.345000,0 days 00:01:46.361000,0 days 00:01:44.156000,2021,15
ALO,6.0,0 days 00:01:47.877000,0 days 00:01:45.514000,0 days 00:01:44.204000,2021,15
BOT,7.0,0 days 00:01:46.396000,0 days 00:01:45.306000,0 days 00:01:44.710000,2021,15
STR,8.0,0 days 00:01:48.322000,0 days 00:01:46.360000,0 days 00:01:44.956000,2021,15
PER,9.0,0 days 00:01:46.455000,0 days 00:01:45.834000,0 days 00:01:45.337000,2021,15
OCO,10.0,0 days 00:01:48.099000,0 days 00:01:46.070000,0 days 00:01:45.865000,2021,15
VET,11.0,0 days 00:01:47.205000,0 days 00:01:46.573000,,2021,15
GAS,12.0,0 days 00:01:47.828000,0 days 00:01:46.641000,,2021,15
TSU,13.0,0 days 00:01:48.854000,0 days 00:01:46.751000,,2021,15
LAT,14.0,0 days 00:01:48.252000,,,2021,15
LEC,15.0,0 days 00:01:48.470000,,,2021,15
RAI,16.0,0 days 00:01:49.586000,,,2021,15
MSC,17.0,0 days 00:01:49.830000,,,2021,15
GIO,18.0,0 days 00:01:51.023000,,,2021,15
MAZ,19.0,0 days 00:01:53.764000,,,2021,15
VER,20.0,,,,2021,15
HAM,1.0,0 days 00:01:24.585000,0 days 00:01:23.082000,0 days 00:01:22.868000,2021,16
BOT,2.0,0 days 00:01:25.047000,0 days 00:01:23.579000,0 days 00:01:22.998000,2021,16
VER,3.0,0 days 00:01:24.592000,0 days 00:01:23.732000,0 days 00:01:23.196000,2021,16
